size_bytes,user_rating,user_rating_mark
16315392,2.0,low
118773760,4.5,high
89517056,2.5,low
81673216,5.0,high
235767808,4.0,medium
242437120,0.0,low
39796736,4.5,high
101236736,4.0,medium
8663040,3.5,medium
186588160,3.5,medium
195908608,4.0,medium
171192320,4.5,high
128228352,4.5,high
35611648,5.0,high
138964992,5.0,high
178185216,4.0,medium
215654400,3.0,low
98574336,4.5,high
48428032,4.5,high
289065984,3.5,medium
9242624,0.0,low
54550528,3.0,low
82401280,3.5,medium
226129920,3.5,medium
61046784,4.0,medium
105654272,3.5,medium
104089600,0.0,low
54139904,3.5,medium
183842816,2.5,low
59541504,4.5,high
63175680,3.5,medium
219693056,4.0,medium
61987840,3.5,medium
143166464,0.0,low
37068800,3.5,medium
81744896,1.5,low
21143552,4.5,high
113240064,5.0,high
79020032,3.5,medium
86175744,3.5,medium
45689856,4.0,medium
29427712,4.0,medium
31387648,4.0,medium
190457856,4.5,high
116008960,4.0,medium
539088896,3.0,low
47817728,2.5,low
58945536,0.0,low
1213626368,4.5,high
47728640,0.0,low
156247040,4.5,high
54827008,4.0,medium
9784320,4.5,high
54088704,3.5,medium
126416896,4.5,high
47127849,4.5,high
77212672,0.0,low
1563693056,4.0,medium
660675584,0.0,low
270143488,4.0,medium
218082304,4.0,medium
56797184,3.5,medium
91697152,3.0,low
30629888,0.0,low
80129024,5.0,high
602065920,4.5,high
41772032,4.5,high
51692544,1.0,low
3563520,2.5,low
127020032,4.0,medium
70156288,4.0,medium
299294720,4.5,high
166893568,4.5,high
151494656,0.0,low
189778944,4.5,high
62878720,4.5,high
85693440,4.5,high
398277632,4.0,medium
105743360,5.0,high
65808384,4.0,medium
241110016,4.0,medium
31885312,4.5,high
92380160,4.5,high
92517376,0.0,low
46541824,0.0,low
78684160,4.0,medium
32492544,2.5,low
76383232,4.0,medium
2013184,4.5,high
252779520,4.5,high
11343872,5.0,high
131486720,4.5,high
266678272,4.5,high
42303488,4.5,high
149073920,4.0,medium
73891840,4.5,high
119801856,4.5,high
237578240,4.5,high
101117952,4.5,high
15844352,0.0,low
120000512,4.0,medium
26681344,4.0,medium
32051200,4.0,medium
24444928,0.0,low
75874304,4.0,medium
127284224,4.5,high
78690304,4.5,high
902940672,0.0,low
210988032,0.0,low
108940288,3.5,medium
227403527,4.0,medium
41987072,4.5,high
37776384,2.5,low
84406272,4.5,high
134600704,4.5,high
2441125888,4.0,medium
135132160,4.5,high
248950784,5.0,high
95139840,4.5,high
322198528,4.0,medium
19609600,2.0,low
207059968,4.0,medium
22259712,3.5,medium
59080704,0.0,low
27394048,3.5,medium
253259776,0.0,low
98557952,4.5,high
72433664,4.5,high
49516544,4.5,high
20587520,5.0,high
150823936,4.5,high
57004032,4.0,medium
163222528,4.5,high
240062464,4.0,medium
1274243072,5.0,high
209218560,0.0,low
16332800,4.0,medium
672060416,4.0,medium
95766528,3.5,medium
71257088,4.0,medium
19548160,3.5,medium
55877632,4.0,medium
31600640,4.5,high
27910144,4.0,medium
33825792,4.0,medium
42598400,4.5,high
255653888,4.5,high
1180269568,4.5,high
557006848,3.5,medium
705732608,4.5,high
92432384,4.5,high
132413440,4.5,high
109270016,4.5,high
34025472,4.5,high
87120896,3.0,low
95689728,5.0,high
54652928,4.5,high
260089856,4.0,medium
126582784,4.5,high
65608704,4.0,medium
35422208,4.5,high
56075264,4.5,high
108412928,4.0,medium
43257856,4.5,high
85823488,0.0,low
180500480,4.0,medium
45182976,4.5,high
29258752,4.5,high
179816448,4.5,high
25849856,4.5,high
122315776,4.0,medium
21550080,4.5,high
134074368,0.0,low
44267520,0.0,low
94266368,4.5,high
83899392,4.5,high
3008276480,3.5,medium
83761152,4.0,medium
190382080,4.0,medium
534096896,3.5,medium
85582848,1.5,low
29717504,2.5,low
53690368,4.0,medium
189514752,4.5,high
11301888,4.0,medium
174611456,3.0,low
121712640,0.0,low
59160576,4.5,high
512804864,4.0,medium
224559104,4.0,medium
152148992,4.0,medium
79953920,5.0,high
107767808,5.0,high
12260352,3.5,medium
131750912,2.5,low
85868544,4.0,medium
77953024,4.5,high
59791360,4.0,medium
3465451520,4.0,medium
111104000,4.0,medium
281761792,4.5,high
48007168,3.0,low
168207360,4.5,high
11595776,5.0,high
342490112,3.5,medium
1223352320,3.5,medium
256277504,4.5,high
31039488,4.5,high
141524992,4.0,medium
89756672,4.0,medium
28680192,4.5,high
57446400,4.5,high
98643968,4.0,medium
3409920,4.0,medium
35975168,4.5,high
68177920,5.0,high
49594368,4.0,medium
636086272,4.0,medium
314591232,4.5,high
3503480832,0.0,low
233533440,4.5,high
73741312,3.5,medium
54693888,4.5,high
2060416000,4.0,medium
118506496,4.0,medium
25448448,4.5,high
242545664,4.0,medium
123312128,4.0,medium
17112064,2.0,low
51665920,5.0,high
203589632,4.5,high
208496640,0.0,low
72879104,4.5,high
11702272,1.0,low
37310464,4.5,high
410202112,4.0,medium
48146432,0.0,low
178644992,5.0,high
45887488,1.0,low
101735424,4.5,high
64569344,1.5,low
21420032,3.0,low
692929536,0.0,low
242618368,3.5,medium
110459904,4.5,high
13921280,4.0,medium
102147072,4.5,high
81811456,3.0,low
292899840,0.0,low
78774272,3.0,low
213773594,4.5,high
119752704,4.5,high
17693696,0.0,low
67971072,4.5,high
102046720,4.5,high
17145856,4.5,high
427715584,4.5,high
164000768,4.5,high
114878464,3.5,medium
110957568,4.5,high
192278528,4.5,high
228978688,4.5,high
209452032,4.5,high
65891328,4.5,high
19117056,4.5,high
208705536,4.0,medium
452648960,3.0,low
125194240,4.5,high
12126208,4.5,high
58732544,0.0,low
24890368,4.5,high
113321984,4.5,high
76611584,5.0,high
11911065,5.0,high
110712832,3.5,medium
328875008,4.5,high
339391488,0.0,low
150384640,4.5,high
33219584,4.5,high
85392384,4.0,medium
1881128960,4.0,medium
61278208,4.5,high
97276928,4.5,high
153575424,4.5,high
124008448,4.5,high
67274752,2.5,low
151397376,3.5,medium
136615936,0.0,low
172772352,4.0,medium
454002688,2.5,low
413569024,4.5,high
1219313664,4.5,high
163213312,4.5,high
39969792,3.0,low
165367808,4.0,medium
38349824,5.0,high
195406848,3.5,medium
64246784,3.0,low
63872000,4.0,medium
49906688,0.0,low
262118400,0.0,low
913693696,4.5,high
153664512,4.5,high
152671232,4.0,medium
365371392,4.0,medium
249482240,4.0,medium
76716032,4.5,high
3508826112,4.0,medium
263579648,4.0,medium
214480896,3.5,medium
1676402688,4.5,high
21574656,0.0,low
111412224,0.0,low
56615936,4.5,high
112493568,4.5,high
82534400,4.0,medium
122235904,4.0,medium
331207680,4.5,high
361182208,1.5,low
5424128,0.0,low
179424256,4.5,high
132628480,4.5,high
413144064,4.0,medium
94068736,4.5,high
23755776,4.5,high
182045696,4.5,high
150971392,4.0,medium
18195456,3.5,medium
793368576,4.5,high
27962441,4.0,medium
119236608,4.5,high
4732928,0.0,low
93101056,4.5,high
105723904,4.5,high
452775936,2.0,low
501043200,4.5,high
145240064,4.5,high
36399104,3.5,medium
69015552,0.0,low
32770048,2.5,low
105950208,4.0,medium
617468928,3.5,medium
27399168,4.0,medium
55424000,0.0,low
34300928,0.0,low
55690240,5.0,high
140944384,4.5,high
149340160,4.5,high
152133632,4.5,high
153622528,5.0,high
57732096,4.5,high
27117568,5.0,high
81021952,3.5,medium
191398912,4.5,high
89332736,4.0,medium
36112384,3.0,low
74441728,3.5,medium
68935680,4.5,high
36320256,4.0,medium
54424576,0.0,low
1029378048,4.0,medium
79834112,3.5,medium
160265216,4.0,medium
32785408,3.0,low
89832448,4.5,high
22060032,4.5,high
147472384,4.5,high
36184064,4.5,high
108982272,4.5,high
171300864,4.0,medium
82837504,3.0,low
248943616,0.0,low
36559872,0.0,low
63654912,0.0,low
8302592,4.0,medium
168557568,4.5,high
120731648,4.5,high
252099584,4.5,high
272344064,4.5,high
74444800,4.5,high
150571008,4.5,high
60891136,4.0,medium
126312448,4.0,medium
127514624,4.0,medium
128888832,4.5,high
33681408,4.5,high
27815936,2.5,low
17243136,3.0,low
106076160,4.5,high
112843776,5.0,high
144661504,5.0,high
185370624,5.0,high
51111936,4.0,medium
341455872,4.0,medium
552239104,0.0,low
549847040,1.0,low
23020544,4.5,high
58049536,5.0,high
180713472,4.5,high
126672896,2.5,low
1350787072,4.5,high
41966592,4.0,medium
52345856,4.0,medium
48359424,4.0,medium
47182848,4.0,medium
62189568,4.5,high
18051072,0.0,low
124721152,4.0,medium
69513216,4.0,medium
74008576,5.0,high
76221440,4.5,high
82700288,4.5,high
134029312,4.5,high
456900608,5.0,high
40546304,4.0,medium
251610112,4.0,medium
185382912,0.0,low
33677312,4.0,medium
77043712,4.5,high
34856960,5.0,high
73951232,3.0,low
294095872,4.0,medium
9677824,0.0,low
113985536,4.0,medium
31624192,0.0,low
23003136,4.5,high
23447492,4.5,high
107823104,4.5,high
168663040,3.0,low
82624512,4.5,high
576817152,4.0,medium
629813248,4.5,high
9756672,4.5,high
57439232,4.0,medium
77407232,4.5,high
65034240,0.0,low
96606208,4.5,high
157950976,4.5,high
44829696,5.0,high
487715840,0.0,low
484489216,3.0,low
337177600,4.5,high
47755264,3.5,medium
76846080,3.5,medium
172687360,0.0,low
29508608,0.0,low
56885248,4.5,high
112641024,4.5,high
107164672,4.5,high
57092096,0.0,low
56890368,4.5,high
2314240,3.0,low
27962368,4.0,medium
82202624,5.0,high
71177216,4.5,high
81857536,4.5,high
130637824,3.5,medium
58736640,3.5,medium
300401664,4.5,high
132481024,5.0,high
170844160,4.5,high
125812736,5.0,high
17246208,0.0,low
68932608,4.5,high
4034560,2.0,low
506650624,4.5,high
21508096,0.0,low
52166656,0.0,low
4324352,0.0,low
37438464,4.5,high
238582784,4.5,high
5071872,1.0,low
123222016,4.5,high
113565696,4.5,high
32340992,4.0,medium
70322176,2.5,low
52418560,3.5,medium
38117376,5.0,high
24669184,4.0,medium
46880768,3.5,medium
131316736,1.0,low
82316288,5.0,high
113905664,3.0,low
69318656,0.0,low
786240512,4.0,medium
175507456,4.0,medium
103740416,4.5,high
35478528,4.0,medium
8912896,0.0,low
25153536,4.5,high
153460736,4.5,high
131643392,2.5,low
113078272,3.0,low
29496320,4.5,high
167052288,0.0,low
123645952,5.0,high
75612160,4.5,high
211127296,4.5,high
312962048,5.0,high
44166144,4.5,high
2604032,4.5,high
96100352,4.5,high
347128832,4.0,medium
133768192,4.5,high
630801408,5.0,high
13390848,4.5,high
202242048,5.0,high
45851648,4.0,medium
34190336,4.5,high
56481792,3.5,medium
72098816,4.0,medium
193829888,3.0,low
77113344,4.5,high
70962176,4.5,high
340971520,4.0,medium
22730752,4.0,medium
106311680,3.0,low
43115520,4.5,high
224596992,4.5,high
218849280,5.0,high
32724992,4.5,high
99829760,4.5,high
105982976,0.0,low
98095104,4.5,high
5897216,4.5,high
40968192,4.5,high
132649984,4.5,high
71026688,3.0,low
77448192,4.0,medium
129219584,4.5,high
21118976,4.5,high
38242304,0.0,low
9359360,4.0,medium
42018816,0.0,low
224675840,4.5,high
177694720,1.0,low
97043456,4.5,high
138589184,4.0,medium
468258816,4.0,medium
100849664,3.0,low
133889024,4.5,high
132038656,3.5,medium
70488064,4.0,medium
111196160,3.5,medium
16686080,4.5,high
10928128,0.0,low
611215360,4.5,high
18067456,0.0,low
159918080,4.0,medium
34893824,0.0,low
24906752,3.0,low
323621888,4.5,high
92557312,3.5,medium
150863872,4.0,medium
48627712,4.0,medium
12045312,3.5,medium
720882688,4.0,medium
132829184,5.0,high
52518912,4.0,medium
192954368,4.5,high
23513088,5.0,high
137212928,4.0,medium
168042496,4.5,high
86040576,3.0,low
120930304,0.0,low
146553856,4.5,high
64237568,4.5,high
249491456,4.0,medium
64018432,3.5,medium
502828032,4.5,high
144809984,4.5,high
38733824,4.5,high
38171648,1.5,low
148629504,4.5,high
184689664,4.5,high
108079104,5.0,high
126879744,4.0,medium
15490048,2.5,low
11220992,3.0,low
273844224,3.5,medium
5907456,3.0,low
170819584,5.0,high
510278656,4.5,high
154164224,4.5,high
27295744,4.0,medium
63353856,0.0,low
1107044352,4.0,medium
183409664,4.5,high
121593856,4.5,high
64217088,4.0,medium
106071040,4.0,medium
224617472,4.0,medium
150807552,4.5,high
75027456,5.0,high
1543919616,4.0,medium
48741376,4.5,high
23117824,5.0,high
135558144,4.5,high
4824064,4.5,high
2515968,0.0,low
76777472,4.0,medium
1361486848,4.0,medium
103757824,4.0,medium
5292032,3.5,medium
228435968,2.0,low
15350784,3.5,medium
87374848,5.0,high
97852416,3.5,medium
214042624,4.0,medium
123680768,4.0,medium
61128704,4.0,medium
69448704,4.5,high
7753728,3.0,low
171291648,4.0,medium
53510144,3.5,medium
31157248,5.0,high
63109120,4.0,medium
88379392,4.5,high
24925184,4.5,high
142680064,4.0,medium
131479552,3.0,low
8671232,4.5,high
29972480,3.0,low
39995392,3.5,medium
97004544,4.5,high
75634688,2.5,low
1040563200,4.5,high
132510720,4.5,high
29841408,4.5,high
62422016,0.0,low
352692224,0.0,low
689295360,4.5,high
144820224,4.5,high
267543552,4.5,high
22317056,4.5,high
51471360,3.5,medium
157344768,4.5,high
55926784,5.0,high
218399744,4.0,medium
153074688,4.5,high
192527360,4.5,high
27853824,4.0,medium
21371904,4.0,medium
222243840,4.0,medium
108813312,4.5,high
13725696,3.5,medium
147787776,4.5,high
42499072,4.5,high
10137600,4.5,high
185019392,4.0,medium
248307057,4.5,high
54069248,4.5,high
264383488,0.0,low
179979264,3.5,medium
1629196288,3.5,medium
133295104,3.5,medium
29696000,4.5,high
199993344,4.5,high
82006016,0.0,low
84864000,4.5,high
5999616,0.0,low
35679232,0.0,low
258095104,4.5,high
460717056,0.0,low
245804032,4.5,high
107235328,4.5,high
124150784,4.5,high
244306944,4.5,high
109096960,4.5,high
70739968,0.0,low
403729408,3.5,medium
67638272,0.0,low
104689664,4.0,medium
138526720,4.5,high
63880192,3.0,low
1115999232,4.5,high
27975680,5.0,high
32102400,0.0,low
88879104,4.5,high
113598464,0.0,low
175003648,4.5,high
80953344,4.0,medium
39950336,4.0,medium
47350282,3.5,medium
35410944,4.0,medium
41566208,4.5,high
21450752,4.0,medium
121733120,4.5,high
133867520,4.0,medium
180251648,3.0,low
145532928,3.0,low
147336192,4.5,high
63064064,0.0,low
93931520,4.5,high
87025664,4.5,high
18944000,3.5,medium
65548288,3.0,low
103106560,4.5,high
53278720,4.5,high
336847872,4.0,medium
206535680,4.5,high
5267456,4.5,high
792521728,4.5,high
39891968,0.0,low
301804544,5.0,high
1406915584,4.0,medium
175493120,3.5,medium
187419648,0.0,low
22560768,5.0,high
203193344,5.0,high
121671680,5.0,high
15704064,1.5,low
72974336,4.5,high
296638464,0.0,low
174490624,4.0,medium
40071168,4.5,high
37417984,4.5,high
148408320,4.5,high
63271936,3.0,low
133352448,3.0,low
19451904,4.0,medium
56744960,0.0,low
134299648,0.0,low
105948160,4.5,high
17235968,3.0,low
982475776,4.0,medium
185139200,3.5,medium
278003712,5.0,high
80607232,4.5,high
10925056,0.0,low
80509952,4.0,medium
79204352,4.0,medium
225859584,5.0,high
709790720,4.5,high
84504576,4.0,medium
47736832,4.0,medium
84379648,4.5,high
128454656,4.0,medium
38718464,4.0,medium
98312192,5.0,high
83220480,4.0,medium
672624640,4.0,medium
114072576,3.5,medium
32314368,3.0,low
240964608,3.5,medium
57647104,4.0,medium
169138176,4.5,high
51475456,0.0,low
83648512,4.0,medium
92434432,4.5,high
170082304,4.5,high
444314624,3.5,medium
33662976,3.0,low
119285760,4.0,medium
54722560,4.5,high
116436992,4.5,high
552719360,4.0,medium
38211584,4.5,high
163801088,4.5,high
187797504,4.0,medium
1560187904,5.0,high
45782016,3.0,low
76563456,4.0,medium
245209088,4.0,medium
123544576,4.5,high
187962368,4.5,high
33284096,4.5,high
142795776,3.5,medium
49025024,4.5,high
207080448,5.0,high
299749376,4.5,high
104392704,3.5,medium
248681472,4.5,high
96468992,4.5,high
1219964928,4.5,high
358992896,4.0,medium
220282880,4.5,high
784058368,4.0,medium
93810688,5.0,high
1452132352,4.5,high
349646848,3.0,low
24901632,3.5,medium
22286336,4.5,high
171746304,3.0,low
198701056,4.5,high
28983296,3.5,medium
73978880,0.0,low
1496265728,4.0,medium
185916416,0.0,low
88022016,4.5,high
60169216,4.0,medium
131917824,4.5,high
15628288,0.0,low
185430016,4.5,high
117302272,3.5,medium
377589760,4.5,high
49652736,4.5,high
59152384,0.0,low
20520960,3.5,medium
42959872,0.0,low
64729088,4.5,high
49049600,4.5,high
69005312,4.0,medium
70336512,4.5,high
52536320,4.0,medium
31744669,3.5,medium
218936320,3.0,low
16390144,2.0,low
115112960,4.5,high
89121792,4.5,high
98591744,3.5,medium
20298752,4.5,high
171482112,4.5,high
165394432,3.5,medium
107983872,4.5,high
120187904,4.5,high
469178368,4.5,high
90156032,4.5,high
50511872,3.5,medium
964245504,4.5,high
11546624,4.0,medium
262926336,5.0,high
21992448,4.0,medium
51828736,4.5,high
113787904,2.5,low
61550592,5.0,high
56385536,4.5,high
22879232,3.0,low
249143296,4.5,high
96523264,0.0,low
536311808,4.5,high
213586944,4.0,medium
113596416,0.0,low
68513792,3.5,medium
166305792,4.5,high
116185088,4.5,high
135127040,4.0,medium
62751744,0.0,low
47924224,4.5,high
134921216,4.0,medium
95854592,4.5,high
312574976,5.0,high
107245568,4.5,high
108818432,0.0,low
87406592,4.0,medium
67060736,0.0,low
112229376,0.0,low
449130496,4.0,medium
24419328,0.0,low
321210368,3.5,medium
104480768,4.0,medium
111542272,4.0,medium
680251392,4.0,medium
211343360,4.5,high
139853824,4.5,high
116260864,4.5,high
228511744,4.5,high
51849216,4.5,high
210149376,2.0,low
166046720,4.5,high
47884288,4.5,high
104166400,4.5,high
93094912,4.5,high
896477184,4.5,high
51968000,0.0,low
25620480,4.5,high
52117504,4.0,medium
69006336,5.0,high
2334249984,4.5,high
100164608,0.0,low
259855360,3.5,medium
185695232,4.5,high
198155264,4.5,high
70821888,0.0,low
85477376,4.5,high
237879296,0.0,low
105649152,4.0,medium
170190848,4.5,high
192502784,4.5,high
12306432,3.5,medium
181036032,4.5,high
73325568,4.5,high
76367872,4.0,medium
69035008,0.0,low
346255360,4.0,medium
394020864,3.5,medium
53233664,2.0,low
267043840,3.5,medium
58826752,4.0,medium
72358912,4.0,medium
96093184,3.0,low
4199424,0.0,low
5866903,0.0,low
39219200,4.5,high
253245440,4.0,medium
128242688,0.0,low
244516864,4.0,medium
15657984,4.5,high
146078720,4.5,high
115143680,3.5,medium
86482944,4.5,high
23758848,3.0,low
542597120,4.0,medium
99442688,3.5,medium
174926848,4.5,high
165738053,4.0,medium
103760896,4.0,medium
52037632,0.0,low
105009152,4.0,medium
151573504,4.0,medium
598734848,4.0,medium
28008448,0.0,low
969881600,4.0,medium
578273280,4.5,high
361667584,3.0,low
16068608,0.0,low
7025664,3.0,low
91615232,3.5,medium
89943040,3.5,medium
35136512,4.5,high
80793600,0.0,low
108232704,4.5,high
420385792,4.0,medium
143550464,4.0,medium
14442496,4.5,high
72567808,5.0,high
14241792,0.0,low
134848512,4.5,high
85286912,3.5,medium
54369280,0.0,low
99665920,4.0,medium
22475776,0.0,low
91478016,4.5,high
190799872,4.5,high
121761792,3.0,low
564712448,5.0,high
245415936,0.0,low
341243904,4.5,high
192136192,4.0,medium
624107810,5.0,high
1169608704,0.0,low
74806272,0.0,low
92966912,5.0,high
236067840,4.0,medium
97879040,3.0,low
41109504,3.0,low
536596480,4.0,medium
111960064,4.0,medium
60072960,4.5,high
21292032,0.0,low
56249344,4.5,high
34397184,4.0,medium
77126656,0.0,low
95936512,0.0,low
28557312,4.5,high
49825792,4.0,medium
127668224,4.0,medium
100749312,3.5,medium
73056256,4.5,high
1038312448,4.5,high
156652544,4.5,high
108550144,3.5,medium
101036032,0.0,low
85696512,4.0,medium
188956672,2.0,low
81352704,4.5,high
155508736,0.0,low
230216704,4.5,high
126217216,0.0,low
23908352,3.0,low
121874432,4.5,high
1133731840,4.5,high
74104832,3.5,medium
262037504,4.5,high
137255936,4.0,medium
23957504,4.5,high
146302976,4.5,high
12783616,4.0,medium
909051904,4.0,medium
35518464,4.5,high
70203392,5.0,high
3013255168,4.0,medium
89068544,5.0,high
122825728,4.0,medium
79126528,4.0,medium
1995877376,0.0,low
271538176,4.5,high
309072896,4.5,high
640595968,4.0,medium
1032812544,4.0,medium
164235264,4.0,medium
290577408,0.0,low
271454208,4.0,medium
101669888,5.0,high
56397824,4.0,medium
169675776,4.5,high
87218176,0.0,low
63633408,4.5,high
7558144,5.0,high
51681280,3.5,medium
962560,4.5,high
127559680,4.0,medium
33778688,5.0,high
1398803456,4.0,medium
165612544,4.5,high
18440192,3.5,medium
123070464,4.5,high
196617216,5.0,high
27880448,3.5,medium
41241600,3.5,medium
166528000,5.0,high
122153984,3.0,low
843794432,4.5,high
93196288,4.5,high
13287424,0.0,low
3646993408,4.5,high
34062336,4.5,high
31244288,4.5,high
52294656,4.0,medium
110787584,4.5,high
590045184,4.5,high
32125952,0.0,low
170775552,4.5,high
133688320,3.5,medium
303671296,4.5,high
537462784,0.0,low
87796736,5.0,high
112653312,4.5,high
96234496,4.5,high
182624256,4.5,high
246233088,4.5,high
55071744,4.0,medium
56845312,2.5,low
179770368,4.5,high
48006144,4.5,high
93115392,4.0,medium
29303808,4.0,medium
58659840,3.5,medium
57025536,0.0,low
2952593408,4.5,high
15577088,0.0,low
52120576,5.0,high
65525760,0.0,low
111820800,4.5,high
1920265216,4.0,medium
89219072,4.0,medium
28566528,3.5,medium
150791168,4.5,high
320819200,0.0,low
30382080,4.5,high
30717952,4.0,medium
30306304,3.0,low
299395072,4.0,medium
3975609344,0.0,low
108191744,4.5,high
99588096,0.0,low
311964672,2.0,low
60870656,4.0,medium
75674624,4.0,medium
88702976,4.5,high
1491860480,2.5,low
21196800,5.0,high
144196155,4.5,high
256222208,4.5,high
82904064,4.0,medium
14284800,4.5,high
151153664,4.5,high
109705216,3.0,low
189497344,4.0,medium
165396480,0.0,low
91759616,5.0,high
150128640,3.0,low
385908736,4.5,high
67683328,0.0,low
56548352,0.0,low
113205248,0.0,low
65159168,1.5,low
8976384,2.0,low
581533696,4.5,high
210088960,4.5,high
512762880,4.5,high
140116992,4.5,high
54000640,5.0,high
3860406272,4.5,high
40359936,0.0,low
161346560,0.0,low
50118656,4.0,medium
206561280,4.5,high
51538944,3.5,medium
201877504,3.5,medium
153955328,4.5,high
218459136,4.0,medium
28033024,3.5,medium
420882432,2.0,low
2943549440,0.0,low
15467520,4.0,medium
1217041408,3.0,low
880640,0.0,low
105525248,4.5,high
187704320,5.0,high
106551296,3.5,medium
120219648,5.0,high
85724160,3.0,low
109486080,0.0,low
235838464,4.5,high
35823616,3.0,low
49267712,4.0,medium
90488832,5.0,high
61157376,4.5,high
195838976,3.5,medium
69277696,4.0,medium
1085844480,4.5,high
76895232,4.5,high
13216994,3.5,medium
6329344,3.0,low
38540288,4.0,medium
363242496,4.5,high
1464656896,4.5,high
169747456,3.5,medium
347035648,5.0,high
4759552,0.0,low
1637367808,0.0,low
96635904,3.0,low
96665600,0.0,low
812758016,3.5,medium
313371648,4.0,medium
116097024,4.5,high
720732160,3.0,low
105390080,3.0,low
32999424,2.5,low
157290496,4.5,high
45088768,4.0,medium
156505088,5.0,high
101574656,4.0,medium
59085824,4.0,medium
62558208,5.0,high
262576128,4.5,high
310942720,4.0,medium
221495296,4.5,high
11693056,1.0,low
403637248,4.0,medium
1042634752,4.5,high
10225664,0.0,low
233513984,4.5,high
230901760,3.5,medium
31230976,4.0,medium
36419584,5.0,high
3462144,4.5,high
345334784,4.5,high
32848896,4.5,high
100245504,0.0,low
104091648,4.5,high
74267648,4.5,high
56131584,4.0,medium
26721280,0.0,low
262772736,3.0,low
7689537,1.5,low
51465216,3.5,medium
30503936,3.5,medium
88837120,4.5,high
177529856,4.5,high
146797568,4.5,high
22038528,3.5,medium
247508992,4.5,high
33812480,4.0,medium
9694208,4.5,high
79904768,4.0,medium
228554752,4.5,high
77581312,3.5,medium
185914368,4.0,medium
19306496,2.5,low
2334720,2.0,low
525279232,4.5,high
204338176,3.5,medium
536041472,3.5,medium
149436416,3.0,low
32726016,4.5,high
75829248,4.5,high
174329856,4.5,high
103745536,4.0,medium
107509760,4.5,high
147553280,4.5,high
100624384,4.5,high
139862016,4.0,medium
1121930240,4.0,medium
202311680,4.5,high
131428352,2.5,low
191639552,4.0,medium
10823680,0.0,low
757911552,3.0,low
79375360,4.0,medium
116524032,4.5,high
166257664,4.0,medium
232875008,3.0,low
42482779,4.5,high
31955968,4.5,high
74728448,4.5,high
305483776,4.5,high
68205568,5.0,high
719419392,4.0,medium
105992192,3.0,low
519446528,4.5,high
17582080,1.0,low
9238528,3.5,medium
1131868160,3.5,medium
27202560,2.5,low
148201472,3.5,medium
12190720,5.0,high
167431168,4.5,high
101078016,4.5,high
8644608,3.5,medium
143629312,4.0,medium
36737024,0.0,low
186856448,4.5,high
85154816,4.5,high
60426240,3.5,medium
129187840,3.5,medium
32164864,4.0,medium
16444416,0.0,low
162652160,4.5,high
133175296,4.5,high
52343808,5.0,high
57197568,0.0,low
52106240,4.0,medium
59248640,3.5,medium
29589504,4.5,high
223805440,4.5,high
73590784,4.0,medium
102096896,3.5,medium
82154496,0.0,low
121336832,3.5,medium
59411456,3.5,medium
44514304,4.0,medium
119231488,4.5,high
119131136,4.5,high
44349440,3.0,low
173576192,4.5,high
1731159040,4.0,medium
144084992,4.5,high
25097281,3.5,medium
194171904,4.5,high
200816640,3.0,low
101735424,4.5,high
1178477568,3.0,low
409982976,4.0,medium
40980480,4.5,high
146458624,3.5,medium
813500416,0.0,low
49803264,4.5,high
318803968,0.0,low
272778240,4.0,medium
880267264,4.5,high
14160896,4.0,medium
35201024,4.5,high
62664704,3.5,medium
124125184,5.0,high
52232192,0.0,low
48784384,4.0,medium
216435712,0.0,low
127228928,4.5,high
78057472,3.0,low
198530048,4.5,high
102875136,0.0,low
14336000,4.5,high
85283840,4.5,high
119512064,4.0,medium
81991680,4.0,medium
33778688,4.5,high
103776256,0.0,low
34397184,4.5,high
112745472,4.5,high
384600064,4.5,high
383986688,4.0,medium
110205952,4.5,high
176164864,4.5,high
130421760,5.0,high
59154432,5.0,high
77396992,4.5,high
16276480,3.0,low
39330816,4.5,high
143289344,2.0,low
24574976,4.5,high
14870528,3.5,medium
97917952,3.5,medium
94139392,4.5,high
288161792,3.5,medium
16766976,4.5,high
1345875968,3.0,low
2233358336,4.0,medium
312545280,4.5,high
45024256,0.0,low
36245504,0.0,low
354028544,4.0,medium
274699264,4.5,high
882049024,4.0,medium
153828352,3.5,medium
81313792,0.0,low
127879168,4.5,high
98841600,0.0,low
18373632,5.0,high
1024388096,4.5,high
98450432,4.5,high
79315968,4.5,high
783700992,4.5,high
125937664,5.0,high
73953280,4.0,medium
204178432,4.0,medium
431771648,4.5,high
98314240,4.5,high
47126528,4.5,high
120344576,4.5,high
69114880,4.5,high
89829376,4.0,medium
92662784,4.5,high
167264256,4.0,medium
65553408,4.0,medium
299873280,4.5,high
62879744,4.0,medium
75443200,4.0,medium
89534464,4.5,high
430128128,3.5,medium
89902080,4.5,high
25631744,0.0,low
826970112,3.5,medium
69188608,0.0,low
170135552,3.0,low
162514944,4.5,high
545665024,4.0,medium
701620224,4.0,medium
92122112,4.0,medium
1257910272,4.5,high
252352512,4.0,medium
106808320,4.5,high
237295616,4.0,medium
793677824,4.5,high
970903552,4.5,high
24502272,4.5,high
92313600,3.5,medium
117463040,4.5,high
111789056,0.0,low
7441408,4.0,medium
84469760,4.5,high
230720512,3.5,medium
242224128,0.0,low
232353792,4.5,high
221721600,4.0,medium
122979328,4.0,medium
50169856,4.0,medium
698800,2.0,low
